,country,year,age,sex,Average_suicides_per_capita
15902,Malta,1992-01-01,55-74 years,female,9.49
7637,Denmark,2012-01-01,25-34 years,male,9.49
5999,Colombia,2015-01-01,25-34 years,male,9.49
15344,Luxembourg,1988-01-01,25-34 years,female,9.49
15470,Luxembourg,1998-01-01,55-74 years,female,9.49
12846,Italy,1989-01-01,75+ years,female,9.49
1422,Aruba,2011-01-01,55-74 years,female,9.49
27386,Uruguay,2000-01-01,75+ years,female,9.48
17882,Norway,1987-01-01,25-34 years,female,9.48
22404,Singapore,1985-01-01,35-54 years,female,9.47
25538,Trinidad and Tobago,2003-01-01,75+ years,female,9.47
9886,Germany,2004-01-01,55-74 years,female,9.47
14944,Latvia,2007-01-01,55-74 years,female,9.47
26120,Ukraine,1991-01-01,35-54 years,female,9.47
16711,Mexico,1997-01-01,25-34 years,male,9.47
26475,United Arab Emirates,2010-01-01,75+ years,male,9.46
7910,Ecuador,2003-01-01,15-24 years,female,9.46
24720,Sweden,2016-01-01,35-54 years,female,9.46
8808,Finland,1992-01-01,75+ years,female,9.46
9927,Germany,2008-01-01,15-24 years,male,9.46
7358,Czech Republic,2011-01-01,75+ years,female,9.45
27254,Uruguay,1987-01-01,75+ years,female,9.45
21080,Russian Federation,2001-01-01,15-24 years,female,9.45
18124,Norway,2007-01-01,35-54 years,female,9.45
5957,Colombia,2011-01-01,55-74 years,male,9.45
627,Argentina,1988-01-01,25-34 years,male,9.45
8023,Ecuador,2012-01-01,35-54 years,male,9.44
5777,Colombia,1996-01-01,55-74 years,male,9.44
7723,Ecuador,1987-01-01,35-54 years,male,9.44
18315,Panama,1989-01-01,25-34 years,male,9.44
130,Albania,1999-01-01,75+ years,female,9.43
24983,Thailand,1985-01-01,35-54 years,male,9.43
10387,Greece,2015-01-01,35-54 years,male,9.43
7807,Ecuador,1994-01-01,35-54 years,male,9.43
24197,Suriname,2000-01-01,55-74 years,male,9.43
4391,Brazil,2003-01-01,25-34 years,male,9.43
4811,Bulgaria,2007-01-01,25-34 years,male,9.43
23783,Spain,2006-01-01,25-34 years,male,9.43
18333,Panama,1996-01-01,55-74 years,male,9.42
26084,Ukraine,1988-01-01,35-54 years,female,9.42
17142,Netherlands,1991-01-01,35-54 years,female,9.42
7791,Ecuador,1993-01-01,15-24 years,male,9.42
16909,Mexico,2013-01-01,55-74 years,male,9.42
27312,Uruguay,1994-01-01,55-74 years,female,9.42
7715,Ecuador,1986-01-01,55-74 years,male,9.42
17184,Netherlands,1994-01-01,75+ years,female,9.41
11954,Iceland,2008-01-01,35-54 years,female,9.41
14932,Latvia,2006-01-01,55-74 years,female,9.41
13007,Italy,2003-01-01,25-34 years,male,9.41
16747,Mexico,2000-01-01,25-34 years,male,9.41
4064,Belize,2009-01-01,15-24 years,female,9.41
8607,Fiji,2001-01-01,15-24 years,male,9.41
12683,Israel,2007-01-01,25-34 years,male,9.41
3334,Belarus,2002-01-01,25-34 years,female,9.4
15356,Luxembourg,1989-01-01,25-34 years,female,9.4
1436,Australia,1985-01-01,75+ years,female,9.4
663,Argentina,1991-01-01,25-34 years,male,9.4
6914,Cuba,2015-01-01,55-74 years,female,9.4
7079,Cyprus,2015-01-01,35-54 years,male,9.4
18519,Panama,2012-01-01,25-34 years,male,9.4
18112,Norway,2006-01-01,35-54 years,female,9.4
24684,Sweden,2013-01-01,35-54 years,female,9.4
26364,Ukraine,2011-01-01,55-74 years,female,9.4
16789,Mexico,2003-01-01,55-74 years,male,9.39
16693,Mexico,1995-01-01,55-74 years,male,9.39
12803,Italy,1986-01-01,25-34 years,male,9.39
7849,Ecuador,1997-01-01,75+ years,male,9.38
6742,Cuba,2001-01-01,35-54 years,female,9.38
27356,Uruguay,1998-01-01,35-54 years,female,9.38
8719,Fiji,2011-01-01,35-54 years,male,9.38
3562,Belgium,1995-01-01,25-34 years,female,9.38
9042,Finland,2012-01-01,35-54 years,female,9.38
4944,Canada,1987-01-01,35-54 years,female,9.38
27266,Uruguay,1988-01-01,75+ years,female,9.38
17367,Netherlands,2010-01-01,15-24 years,male,9.38
12026,Iceland,2014-01-01,35-54 years,female,9.38
20386,Republic of Korea,1998-01-01,15-24 years,female,9.38
20554,Republic of Korea,2012-01-01,15-24 years,female,9.38
9399,France,2011-01-01,15-24 years,male,9.37
16290,Mauritius,1994-01-01,15-24 years,female,9.37
17247,Netherlands,2000-01-01,15-24 years,male,9.37
22842,Slovakia,1997-01-01,75+ years,female,9.37
19376,Portugal,1986-01-01,55-74 years,female,9.37
14014,Kazakhstan,2013-01-01,25-34 years,female,9.37
22655,Singapore,2006-01-01,25-34 years,male,9.36
13990,Kazakhstan,2011-01-01,25-34 years,female,9.36
12773,Israel,2014-01-01,55-74 years,male,9.36
13414,Japan,1989-01-01,25-34 years,female,9.36
10343,Greece,2011-01-01,55-74 years,male,9.36
6818,Cuba,2007-01-01,55-74 years,female,9.36
7871,Ecuador,1999-01-01,55-74 years,male,9.36
17092,Netherlands,1987-01-01,25-34 years,female,9.36
24604,Sweden,2006-01-01,55-74 years,female,9.35
3984,Belize,2002-01-01,35-54 years,female,9.35
13115,Italy,2012-01-01,25-34 years,male,9.35
16809,Mexico,2005-01-01,35-54 years,male,9.35
4307,Brazil,1996-01-01,25-34 years,male,9.35
20364,Republic of Korea,1996-01-01,25-34 years,female,9.35
3204,Belarus,1991-01-01,35-54 years,female,9.35
5729,Colombia,1992-01-01,55-74 years,male,9.35
4331,Brazil,1998-01-01,25-34 years,male,9.34
19409,Portugal,1989-01-01,35-54 years,male,9.34
14730,Kyrgyzstan,2010-01-01,75+ years,female,9.34
17244,Netherlands,1999-01-01,75+ years,female,9.34
5917,Colombia,2008-01-01,35-54 years,male,9.34
4261,Brazil,1992-01-01,35-54 years,male,9.34
7406,Czech Republic,2015-01-01,75+ years,female,9.34
24204,Suriname,2001-01-01,35-54 years,female,9.33
20400,Republic of Korea,1999-01-01,25-34 years,female,9.33
16853,Mexico,2009-01-01,15-24 years,male,9.33
16232,Mauritius,1989-01-01,25-34 years,female,9.33
13762,Kazakhstan,1992-01-01,25-34 years,female,9.33
21184,Russian Federation,2009-01-01,55-74 years,female,9.33
16262,Mauritius,1991-01-01,55-74 years,female,9.33
7334,Czech Republic,2009-01-01,75+ years,female,9.32
21130,Russian Federation,2005-01-01,25-34 years,female,9.32
17310,Netherlands,2005-01-01,35-54 years,female,9.32
19666,Portugal,2013-01-01,75+ years,female,9.32
15669,Luxembourg,2015-01-01,25-34 years,male,9.32
22032,Serbia,2003-01-01,35-54 years,female,9.31
27350,Uruguay,1997-01-01,75+ years,female,9.31
17968,Norway,1994-01-01,35-54 years,female,9.31
16423,Mauritius,2005-01-01,15-24 years,male,9.31
17130,Netherlands,1990-01-01,35-54 years,female,9.31
7620,Denmark,2010-01-01,75+ years,female,9.31
27506,Uruguay,2010-01-01,75+ years,female,9.31
9939,Germany,2009-01-01,15-24 years,male,9.31
3658,Belgium,2003-01-01,25-34 years,female,9.31
7542,Denmark,2004-01-01,35-54 years,female,9.31
13510,Japan,1997-01-01,25-34 years,female,9.31
17391,Netherlands,2012-01-01,15-24 years,male,9.31
4283,Brazil,1994-01-01,25-34 years,male,9.31
21046,Russian Federation,1998-01-01,25-34 years,female,9.31
5929,Colombia,2009-01-01,35-54 years,male,9.31
11886,Iceland,2002-01-01,55-74 years,female,9.31
603,Argentina,1986-01-01,25-34 years,male,9.3
9014,Finland,2010-01-01,15-24 years,female,9.3
6093,Costa Rica,1992-01-01,15-24 years,male,9.3
17556,New Zealand,1994-01-01,15-24 years,female,9.3
8832,Finland,1994-01-01,75+ years,female,9.3
18853,Paraguay,2012-01-01,15-24 years,male,9.29
17442,Netherlands,2016-01-01,35-54 years,female,9.29
16849,Mexico,2008-01-01,55-74 years,male,9.29
20436,Republic of Korea,2002-01-01,25-34 years,female,9.29
25420,Trinidad and Tobago,1994-01-01,15-24 years,female,9.29
15286,Lithuania,2015-01-01,25-34 years,female,9.29
12295,Ireland,2004-01-01,75+ years,male,9.29
18361,Panama,1999-01-01,15-24 years,male,9.29
25588,Trinidad and Tobago,2008-01-01,15-24 years,female,9.29
10971,Guatemala,2008-01-01,25-34 years,male,9.28
27476,Uruguay,2008-01-01,35-54 years,female,9.28
11320,Guyana,2010-01-01,35-54 years,female,9.28
19395,Portugal,1988-01-01,25-34 years,male,9.28
18281,Panama,1986-01-01,35-54 years,male,9.28
9750,Germany,1993-01-01,35-54 years,female,9.28
13402,Japan,1988-01-01,25-34 years,female,9.28
24722,Sweden,2016-01-01,55-74 years,female,9.28
3490,Belgium,1989-01-01,25-34 years,female,9.28
5869,Colombia,2004-01-01,35-54 years,male,9.27
16397,Mauritius,2002-01-01,75+ years,male,9.27
6859,Cuba,2011-01-01,15-24 years,male,9.27
12097,Ireland,1988-01-01,35-54 years,male,9.27
21605,Saint Lucia,2012-01-01,55-74 years,male,9.27
19007,Philippines,2006-01-01,75+ years,male,9.27
13628,Japan,2007-01-01,15-24 years,female,9.27
23855,Spain,2012-01-01,25-34 years,male,9.27
14854,Latvia,2000-01-01,25-34 years,female,9.27
17166,Netherlands,1993-01-01,35-54 years,female,9.27
5731,Colombia,1992-01-01,75+ years,male,9.27
25550,Trinidad and Tobago,2004-01-01,75+ years,female,9.27
10127,Greece,1993-01-01,55-74 years,male,9.27
9052,Finland,2013-01-01,25-34 years,female,9.27
12081,Ireland,1987-01-01,15-24 years,male,9.26
24702,Sweden,2014-01-01,75+ years,female,9.26
12930,Italy,1996-01-01,75+ years,female,9.26
17250,Netherlands,2000-01-01,35-54 years,female,9.26
10339,Greece,2011-01-01,35-54 years,male,9.26
7023,Cyprus,2010-01-01,55-74 years,male,9.26
723,Argentina,1996-01-01,25-34 years,male,9.25
20426,Republic of Korea,2001-01-01,35-54 years,female,9.25
1482,Australia,1989-01-01,55-74 years,female,9.25
7632,Denmark,2011-01-01,75+ years,female,9.25
17068,Netherlands,1985-01-01,25-34 years,female,9.25
17546,New Zealand,1993-01-01,25-34 years,female,9.25
9903,Germany,2006-01-01,15-24 years,male,9.24
7160,Czech Republic,1995-01-01,35-54 years,female,9.24
4895,Bulgaria,2014-01-01,25-34 years,male,9.24
7707,Ecuador,1986-01-01,15-24 years,male,9.24
7578,Denmark,2007-01-01,35-54 years,female,9.24
25376,Trinidad and Tobago,1990-01-01,35-54 years,female,9.24
15566,Luxembourg,2006-01-01,55-74 years,female,9.24
16825,Mexico,2006-01-01,55-74 years,male,9.24
24016,Sri Lanka,2003-01-01,55-74 years,female,9.24
5745,Colombia,1994-01-01,15-24 years,male,9.23
7771,Ecuador,1991-01-01,35-54 years,male,9.23
17178,Netherlands,1994-01-01,35-54 years,female,9.23
21765,Saint Vincent and Grenadines,2002-01-01,15-24 years,male,9.23
11656,Hungary,2015-01-01,35-54 years,female,9.23
17524,New Zealand,1991-01-01,35-54 years,female,9.23
21092,Russian Federation,2002-01-01,15-24 years,female,9.23
15406,Luxembourg,1993-01-01,35-54 years,female,9.23
1127,Armenia,2003-01-01,75+ years,male,9.23
7825,Ecuador,1995-01-01,75+ years,male,9.22
10973,Guatemala,2008-01-01,35-54 years,male,9.22
23096,Slovenia,2000-01-01,15-24 years,female,9.22
16801,Mexico,2004-01-01,55-74 years,male,9.22
17091,Netherlands,1987-01-01,15-24 years,male,9.22
11725,Iceland,1989-01-01,25-34 years,male,9.22
15313,Luxembourg,1985-01-01,5-14 years,male,9.22
25002,Thailand,1987-01-01,15-24 years,female,9.22
24952,Switzerland,2013-01-01,75+ years,female,9.22
9136,France,1989-01-01,25-34 years,female,9.22
24916,Switzerland,2010-01-01,75+ years,female,9.21
17950,Norway,1992-01-01,75+ years,female,9.21
17654,New Zealand,2002-01-01,25-34 years,female,9.21
3829,Belize,1987-01-01,35-54 years,male,9.21
25324,Trinidad and Tobago,1986-01-01,15-24 years,female,9.21
22485,Singapore,1992-01-01,15-24 years,male,9.21
17223,Netherlands,1998-01-01,15-24 years,male,9.2
9411,France,2012-01-01,15-24 years,male,9.2
18421,Panama,2004-01-01,15-24 years,male,9.2
9683,Georgia,2013-01-01,55-74 years,male,9.2
25109,Thailand,1998-01-01,75+ years,male,9.2
8950,Finland,2004-01-01,55-74 years,female,9.2
23694,Spain,1998-01-01,75+ years,female,9.2
22902,Slovakia,2002-01-01,75+ years,female,9.19
7755,Ecuador,1990-01-01,15-24 years,male,9.19
5797,Colombia,1998-01-01,35-54 years,male,9.19
24004,Sri Lanka,2002-01-01,55-74 years,female,9.19
26252,Ukraine,2002-01-01,35-54 years,female,9.19
17504,New Zealand,1989-01-01,55-74 years,female,9.19
19635,Portugal,2011-01-01,25-34 years,male,9.19
9915,Germany,2007-01-01,15-24 years,male,9.19
15640,Luxembourg,2012-01-01,75+ years,female,9.19
5088,Canada,1999-01-01,35-54 years,female,9.18
16705,Mexico,1996-01-01,55-74 years,male,9.18
7735,Ecuador,1988-01-01,35-54 years,male,9.18
1778,Australia,2015-01-01,35-54 years,female,9.18
237,Albania,2008-01-01,55-74 years,male,9.18
21168,Russian Federation,2008-01-01,35-54 years,female,9.18
15988,Malta,1999-01-01,75+ years,female,9.17
17187,Netherlands,1995-01-01,15-24 years,male,9.17
20658,Romania,1993-01-01,55-74 years,female,9.17
20711,Romania,1998-01-01,15-24 years,male,9.17
24712,Sweden,2015-01-01,55-74 years,female,9.17
13425,Japan,1990-01-01,15-24 years,male,9.17
18513,Panama,2011-01-01,55-74 years,male,9.17
20414,Republic of Korea,2000-01-01,35-54 years,female,9.17
26264,Ukraine,2003-01-01,35-54 years,female,9.16
161,Albania,2002-01-01,35-54 years,male,9.16
18807,Paraguay,2008-01-01,25-34 years,male,9.16
12906,Italy,1994-01-01,75+ years,female,9.16
16781,Mexico,2003-01-01,15-24 years,male,9.16
20670,Romania,1994-01-01,55-74 years,female,9.16
27492,Uruguay,2009-01-01,55-74 years,female,9.15
24596,Sweden,2006-01-01,15-24 years,female,9.15
16687,Mexico,1995-01-01,25-34 years,male,9.15
25159,Thailand,2004-01-01,15-24 years,male,9.15
17194,Netherlands,1995-01-01,55-74 years,female,9.15
2070,Austria,2008-01-01,55-74 years,female,9.15
20007,Puerto Rico,2012-01-01,25-34 years,male,9.14
16841,Mexico,2008-01-01,15-24 years,male,9.14
17175,Netherlands,1994-01-01,15-24 years,male,9.14
17080,Netherlands,1986-01-01,25-34 years,female,9.14
17304,Netherlands,2004-01-01,75+ years,female,9.14
3370,Belarus,2008-01-01,25-34 years,female,9.13
15598,Luxembourg,2009-01-01,35-54 years,female,9.13
8356,Estonia,1995-01-01,25-34 years,female,9.13
13844,Kazakhstan,1999-01-01,15-24 years,female,9.13
25900,Turkmenistan,2002-01-01,15-24 years,female,9.13
14139,Kiribati,1998-01-01,5-14 years,male,9.13
8976,Finland,2006-01-01,75+ years,female,9.13
17319,Netherlands,2006-01-01,15-24 years,male,9.13
18481,Panama,2009-01-01,15-24 years,male,9.13
16845,Mexico,2008-01-01,35-54 years,male,9.13
17690,New Zealand,2005-01-01,25-34 years,female,9.13
27176,United States,2012-01-01,35-54 years,female,9.13
21068,Russian Federation,2000-01-01,15-24 years,female,9.13
1472,Australia,1988-01-01,75+ years,female,9.13
9647,Georgia,2010-01-01,55-74 years,male,9.13
17226,Netherlands,1998-01-01,35-54 years,female,9.13
20996,Russian Federation,1994-01-01,15-24 years,female,9.12
5741,Colombia,1993-01-01,55-74 years,male,9.12
4249,Brazil,1991-01-01,35-54 years,male,9.12
27252,Uruguay,1987-01-01,55-74 years,female,9.12
24724,Sweden,2016-01-01,75+ years,female,9.12
6001,Colombia,2015-01-01,35-54 years,male,9.12
4271,Brazil,1993-01-01,25-34 years,male,9.12
18473,Panama,2008-01-01,35-54 years,male,9.12
13437,Japan,1991-01-01,15-24 years,male,9.12
19371,Portugal,1986-01-01,25-34 years,male,9.11
18305,Panama,1988-01-01,35-54 years,male,9.11
12553,Israel,1996-01-01,35-54 years,male,9.11
17620,New Zealand,1999-01-01,35-54 years,female,9.11
596,Argentina,1985-01-01,55-74 years,female,9.11
25562,Trinidad and Tobago,2005-01-01,75+ years,female,9.1
20423,Republic of Korea,2001-01-01,15-24 years,male,9.1
24664,Sweden,2011-01-01,55-74 years,female,9.1
9148,France,1990-01-01,25-34 years,female,9.1
14492,Kyrgyzstan,1991-01-01,15-24 years,female,9.1
17808,Nicaragua,2011-01-01,15-24 years,female,9.1
7635,Denmark,2012-01-01,15-24 years,male,9.1
12453,Israel,1988-01-01,15-24 years,male,9.1
23072,Slovenia,1998-01-01,15-24 years,female,9.09
26498,United Kingdom,1986-01-01,75+ years,female,9.09
7039,Cyprus,2012-01-01,15-24 years,male,9.09
20807,Romania,2006-01-01,15-24 years,male,9.09
24498,Sweden,1997-01-01,75+ years,female,9.09
2890,Barbados,1985-01-01,25-34 years,female,9.09
3008,Barbados,1995-01-01,15-24 years,female,9.09
18491,Panama,2009-01-01,75+ years,male,9.09
22512,Singapore,1994-01-01,35-54 years,female,9.08
7913,Ecuador,2003-01-01,25-34 years,male,9.08
23144,Slovenia,2004-01-01,15-24 years,female,9.08
24700,Sweden,2014-01-01,55-74 years,female,9.08
16095,Malta,2008-01-01,55-74 years,male,9.08
18407,Panama,2002-01-01,75+ years,male,9.08
12791,Italy,1985-01-01,25-34 years,male,9.08
7587,Denmark,2008-01-01,15-24 years,male,9.08
10775,Guatemala,1991-01-01,75+ years,male,9.08
16869,Mexico,2010-01-01,35-54 years,male,9.08
15238,Lithuania,2011-01-01,25-34 years,female,9.08
3514,Belgium,1991-01-01,25-34 years,female,9.07
22533,Singapore,1996-01-01,15-24 years,male,9.07
12827,Italy,1988-01-01,25-34 years,male,9.07
26496,United Kingdom,1986-01-01,55-74 years,female,9.07
4749,Bulgaria,2002-01-01,15-24 years,male,9.07
7582,Denmark,2007-01-01,55-74 years,female,9.07
11200,Guyana,1999-01-01,35-54 years,female,9.06
20771,Romania,2003-01-01,15-24 years,male,9.06
19055,Philippines,2010-01-01,75+ years,male,9.06
7919,Ecuador,2003-01-01,55-74 years,male,9.06
17190,Netherlands,1995-01-01,35-54 years,female,9.06
23718,Spain,2000-01-01,75+ years,female,9.06
12032,Iceland,2014-01-01,75+ years,female,9.06
7795,Ecuador,1993-01-01,35-54 years,male,9.06
10651,Grenada,2012-01-01,35-54 years,male,9.06
711,Argentina,1995-01-01,25-34 years,male,9.06
5753,Colombia,1994-01-01,55-74 years,male,9.06
15652,Luxembourg,2013-01-01,75+ years,female,9.05
17151,Netherlands,1992-01-01,15-24 years,male,9.05
17274,Netherlands,2002-01-01,35-54 years,female,9.05
1520,Australia,1992-01-01,75+ years,female,9.05
1161,Armenia,2008-01-01,55-74 years,male,9.05
11940,Iceland,2007-01-01,25-34 years,female,9.05
24970,Switzerland,2015-01-01,35-54 years,female,9.05
5857,Colombia,2003-01-01,35-54 years,male,9.05
17290,Netherlands,2003-01-01,55-74 years,female,9.04
16893,Mexico,2012-01-01,35-54 years,male,9.04
18881,Paraguay,2014-01-01,35-54 years,male,9.04
9438,France,2014-01-01,35-54 years,female,9.04
18397,Panama,2002-01-01,15-24 years,male,9.04
10969,Guatemala,2008-01-01,15-24 years,male,9.04
19717,Puerto Rico,1988-01-01,15-24 years,male,9.04
16933,Mexico,2015-01-01,55-74 years,male,9.03
21142,Russian Federation,2006-01-01,25-34 years,female,9.03
25780,Turkmenistan,1992-01-01,15-24 years,female,9.03
10018,Germany,2015-01-01,55-74 years,female,9.03
4936,Canada,1986-01-01,55-74 years,female,9.03
9196,France,1994-01-01,25-34 years,female,9.03
16733,Mexico,1999-01-01,15-24 years,male,9.02
20362,Republic of Korea,1996-01-01,15-24 years,female,9.02
27638,Uzbekistan,1996-01-01,75+ years,female,9.02
16793,Mexico,2004-01-01,15-24 years,male,9.02
15549,Luxembourg,2005-01-01,25-34 years,male,9.02
19587,Portugal,2007-01-01,25-34 years,male,9.02
11138,Guyana,1994-01-01,25-34 years,female,9.02
22608,Singapore,2002-01-01,35-54 years,female,9.02
16873,Mexico,2010-01-01,55-74 years,male,9.02
22053,Serbia,2005-01-01,15-24 years,male,9.02
1460,Australia,1987-01-01,75+ years,female,9.02
14647,Kyrgyzstan,2003-01-01,75+ years,male,9.02
27440,Uruguay,2005-01-01,35-54 years,female,9.01
26837,United Kingdom,2015-01-01,15-24 years,male,9.01
23992,Sri Lanka,2001-01-01,55-74 years,female,9.01
27518,Uruguay,2012-01-01,75+ years,female,9.01
6751,Cuba,2002-01-01,15-24 years,male,9.01
9774,Germany,1995-01-01,35-54 years,female,9.01
20615,Romania,1990-01-01,15-24 years,male,9.0
25317,Trinidad and Tobago,1985-01-01,35-54 years,male,9.0
8282,El Salvador,2009-01-01,15-24 years,female,9.0
10977,Guatemala,2008-01-01,55-74 years,male,9.0
19558,Portugal,2001-01-01,75+ years,female,9.0
27564,Uzbekistan,1990-01-01,55-74 years,female,8.99
8940,Finland,2003-01-01,75+ years,female,8.99
13426,Japan,1990-01-01,25-34 years,female,8.99
27188,United States,2013-01-01,35-54 years,female,8.99
12000,Iceland,2012-01-01,25-34 years,female,8.99
18218,Norway,2015-01-01,25-34 years,female,8.99
7184,Czech Republic,1997-01-01,35-54 years,female,8.98
9124,France,1988-01-01,25-34 years,female,8.98
8092,El Salvador,1992-01-01,25-34 years,female,8.98
15080,Lithuania,1998-01-01,15-24 years,female,8.98
149,Albania,2001-01-01,35-54 years,male,8.98
25007,Thailand,1987-01-01,35-54 years,male,8.97
16805,Mexico,2005-01-01,15-24 years,male,8.97
5289,Chile,1987-01-01,15-24 years,male,8.97
17430,Netherlands,2015-01-01,35-54 years,female,8.97
18501,Panama,2010-01-01,55-74 years,male,8.97
13067,Italy,2008-01-01,25-34 years,male,8.97
15561,Luxembourg,2006-01-01,25-34 years,male,8.96
20446,Republic of Korea,2003-01-01,15-24 years,female,8.96
20622,Romania,1990-01-01,55-74 years,female,8.96
13932,Kazakhstan,2006-01-01,35-54 years,female,8.96
20795,Romania,2005-01-01,15-24 years,male,8.96
1442,Australia,1986-01-01,35-54 years,female,8.95
18505,Panama,2011-01-01,15-24 years,male,8.95
21032,Russian Federation,1997-01-01,15-24 years,female,8.95
24898,Switzerland,2009-01-01,35-54 years,female,8.95
14000,Kazakhstan,2012-01-01,15-24 years,female,8.95
